HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2018-10-12T06:00:00+00:00,2018-10-12T08:00:00,DK1,373.51,50.07
2018-10-12T05:00:00+00:00,2018-10-12T07:00:00,DK1,380.22,50.97
2018-10-12T04:00:00+00:00,2018-10-12T06:00:00,DK1,359.11,48.14
2018-10-12T03:00:00+00:00,2018-10-12T05:00:00,DK1,334.64,44.86
2018-10-12T02:00:00+00:00,2018-10-12T04:00:00,DK1,301.3,40.39
2018-10-12T01:00:00+00:00,2018-10-12T03:00:00,DK1,299.81,40.19
2018-10-12T00:00:00+00:00,2018-10-12T02:00:00,DK1,293.61,39.36
2018-10-11T23:00:00+00:00,2018-10-12T01:00:00,DK1,299.36,40.13
2018-10-11T22:00:00+00:00,2018-10-12T00:00:00,DK1,128.9,17.28
2018-10-11T21:00:00+00:00,2018-10-11T23:00:00,DK1,314.22,42.12
2018-10-11T20:00:00+00:00,2018-10-11T22:00:00,DK1,332.72,44.6
2018-10-11T19:00:00+00:00,2018-10-11T21:00:00,DK1,353.9,47.44
2018-10-11T18:00:00+00:00,2018-10-11T20:00:00,DK1,364.72,48.89
2018-10-11T17:00:00+00:00,2018-10-11T19:00:00,DK1,358.9,48.11
2018-10-11T16:00:00+00:00,2018-10-11T18:00:00,DK1,362.48,48.59
2018-10-11T15:00:00+00:00,2018-10-11T17:00:00,DK1,358.45,48.05
2018-10-11T14:00:00+00:00,2018-10-11T16:00:00,DK1,322.87,43.28
2018-10-11T13:00:00+00:00,2018-10-11T15:00:00,DK1,321.53,43.1
2018-10-11T12:00:00+00:00,2018-10-11T14:00:00,DK1,321.53,43.1
2018-10-11T11:00:00+00:00,2018-10-11T13:00:00,DK1,321.82,43.14
2018-10-11T10:00:00+00:00,2018-10-11T12:00:00,DK1,322.27,43.2
2018-10-11T09:00:00+00:00,2018-10-11T11:00:00,DK1,323.69,43.39
2018-10-11T08:00:00+00:00,2018-10-11T10:00:00,DK1,325.7,43.66
2018-10-11T07:00:00+00:00,2018-10-11T09:00:00,DK1,326.52,43.77
2018-10-11T06:00:00+00:00,2018-10-11T08:00:00,DK1,327.72,43.93
2018-10-11T05:00:00+00:00,2018-10-11T07:00:00,DK1,325.93,43.69
2018-10-11T04:00:00+00:00,2018-10-11T06:00:00,DK1,320.41,42.95
2018-10-11T03:00:00+00:00,2018-10-11T05:00:00,DK1,301.91,40.47
2018-10-11T02:00:00+00:00,2018-10-11T04:00:00,DK1,267.44,35.85
2018-10-11T01:00:00+00:00,2018-10-11T03:00:00,DK1,224.17,30.05
2018-10-11T00:00:00+00:00,2018-10-11T02:00:00,DK1,223.58,29.97
2018-10-10T23:00:00+00:00,2018-10-11T01:00:00,DK1,236.56,31.71
2018-10-10T22:00:00+00:00,2018-10-11T00:00:00,DK1,261.17,35.01
2018-10-10T21:00:00+00:00,2018-10-10T23:00:00,DK1,246.45,33.04
2018-10-10T20:00:00+00:00,2018-10-10T22:00:00,DK1,348.64,46.74
2018-10-10T19:00:00+00:00,2018-10-10T21:00:00,DK1,381.76,51.18
2018-10-10T18:00:00+00:00,2018-10-10T20:00:00,DK1,380.04,50.95
2018-10-10T17:00:00+00:00,2018-10-10T19:00:00,DK1,430.17,57.67
2018-10-10T16:00:00+00:00,2018-10-10T18:00:00,DK1,527.21,70.68
2018-10-10T15:00:00+00:00,2018-10-10T17:00:00,DK1,516.92,69.3
2018-10-10T14:00:00+00:00,2018-10-10T16:00:00,DK1,428.67,57.47
2018-10-10T13:00:00+00:00,2018-10-10T15:00:00,DK1,400.4,53.68
2018-10-10T12:00:00+00:00,2018-10-10T14:00:00,DK1,387.8,51.99
2018-10-10T11:00:00+00:00,2018-10-10T13:00:00,DK1,399.88,53.61
2018-10-10T10:00:00+00:00,2018-10-10T12:00:00,DK1,412.26,55.27
2018-10-10T09:00:00+00:00,2018-10-10T11:00:00,DK1,549.66,73.69
2018-10-10T08:00:00+00:00,2018-10-10T10:00:00,DK1,602.77,80.81
2018-10-10T07:00:00+00:00,2018-10-10T09:00:00,DK1,647.75,86.84
2018-10-10T06:00:00+00:00,2018-10-10T08:00:00,DK1,695.34,93.22
2018-10-10T05:00:00+00:00,2018-10-10T07:00:00,DK1,656.4,88
2018-10-10T04:00:00+00:00,2018-10-10T06:00:00,DK1,538.25,72.16
2018-10-10T03:00:00+00:00,2018-10-10T05:00:00,DK1,366.17,49.09
2018-10-10T02:00:00+00:00,2018-10-10T04:00:00,DK1,315.89,42.35
2018-10-10T01:00:00+00:00,2018-10-10T03:00:00,DK1,315.74,42.33
2018-10-10T00:00:00+00:00,2018-10-10T02:00:00,DK1,308.43,41.35
2018-10-09T23:00:00+00:00,2018-10-10T01:00:00,DK1,308.81,41.4
2018-10-09T22:00:00+00:00,2018-10-10T00:00:00,DK1,315.37,42.28
2018-10-09T21:00:00+00:00,2018-10-09T23:00:00,DK1,308.45,41.35
2018-10-09T20:00:00+00:00,2018-10-09T22:00:00,DK1,325.08,43.58
2018-10-09T19:00:00+00:00,2018-10-09T21:00:00,DK1,336.12,45.06
2018-10-09T18:00:00+00:00,2018-10-09T20:00:00,DK1,337.69,45.27
2018-10-09T17:00:00+00:00,2018-10-09T19:00:00,DK1,336.72,45.14
2018-10-09T16:00:00+00:00,2018-10-09T18:00:00,DK1,335.52,44.98
2018-10-09T15:00:00+00:00,2018-10-09T17:00:00,DK1,333.36,44.69
2018-10-09T14:00:00+00:00,2018-10-09T16:00:00,DK1,331.87,44.49
2018-10-09T13:00:00+00:00,2018-10-09T15:00:00,DK1,334.11,44.79
2018-10-09T12:00:00+00:00,2018-10-09T14:00:00,DK1,336.42,45.1
2018-10-09T11:00:00+00:00,2018-10-09T13:00:00,DK1,336.49,45.11
2018-10-09T10:00:00+00:00,2018-10-09T12:00:00,DK1,336.64,45.13
2018-10-09T09:00:00+00:00,2018-10-09T11:00:00,DK1,339.4,45.5
2018-10-09T08:00:00+00:00,2018-10-09T10:00:00,DK1,341.42,45.77
2018-10-09T07:00:00+00:00,2018-10-09T09:00:00,DK1,343.88,46.1
2018-10-09T06:00:00+00:00,2018-10-09T08:00:00,DK1,346.71,46.48
2018-10-09T05:00:00+00:00,2018-10-09T07:00:00,DK1,342.54,45.92
2018-10-09T04:00:00+00:00,2018-10-09T06:00:00,DK1,336.57,45.12
2018-10-09T03:00:00+00:00,2018-10-09T05:00:00,DK1,321.95,43.16
2018-10-09T02:00:00+00:00,2018-10-09T04:00:00,DK1,289.35,38.79
2018-10-09T01:00:00+00:00,2018-10-09T03:00:00,DK1,287.56,38.55
2018-10-09T00:00:00+00:00,2018-10-09T02:00:00,DK1,276.22,37.03
2018-10-08T23:00:00+00:00,2018-10-09T01:00:00,DK1,288.31,38.65
2018-10-08T22:00:00+00:00,2018-10-09T00:00:00,DK1,308.22,41.32
2018-10-08T21:00:00+00:00,2018-10-08T23:00:00,DK1,328.03,43.98
2018-10-08T20:00:00+00:00,2018-10-08T22:00:00,DK1,344.22,46.15
2018-10-08T19:00:00+00:00,2018-10-08T21:00:00,DK1,352.87,47.31
2018-10-08T18:00:00+00:00,2018-10-08T20:00:00,DK1,354.66,47.55
2018-10-08T17:00:00+00:00,2018-10-08T19:00:00,DK1,355.11,47.61
2018-10-08T16:00:00+00:00,2018-10-08T18:00:00,DK1,353.77,47.43
2018-10-08T15:00:00+00:00,2018-10-08T17:00:00,DK1,351.98,47.19
2018-10-08T14:00:00+00:00,2018-10-08T16:00:00,DK1,349.66,46.88
2018-10-08T13:00:00+00:00,2018-10-08T15:00:00,DK1,349.14,46.81
2018-10-08T12:00:00+00:00,2018-10-08T14:00:00,DK1,352.05,47.2
2018-10-08T11:00:00+00:00,2018-10-08T13:00:00,DK1,352.5,47.26
2018-10-08T10:00:00+00:00,2018-10-08T12:00:00,DK1,351.53,47.13
2018-10-08T09:00:00+00:00,2018-10-08T11:00:00,DK1,354.59,47.54
2018-10-08T08:00:00+00:00,2018-10-08T10:00:00,DK1,356.08,47.74
2018-10-08T07:00:00+00:00,2018-10-08T09:00:00,DK1,356.45,47.79
2018-10-08T06:00:00+00:00,2018-10-08T08:00:00,DK1,356.15,47.75
2018-10-08T05:00:00+00:00,2018-10-08T07:00:00,DK1,356.6,47.81
2018-10-08T04:00:00+00:00,2018-10-08T06:00:00,DK1,352.42,47.25
2018-10-08T03:00:00+00:00,2018-10-08T05:00:00,DK1,329.67,44.2
2018-10-08T02:00:00+00:00,2018-10-08T04:00:00,DK1,311.7,41.79
2018-10-08T01:00:00+00:00,2018-10-08T03:00:00,DK1,311.92,41.82
2018-10-08T00:00:00+00:00,2018-10-08T02:00:00,DK1,320.28,42.94
2018-10-07T23:00:00+00:00,2018-10-08T01:00:00,DK1,329.38,44.16
2018-10-07T22:00:00+00:00,2018-10-08T00:00:00,DK1,344.22,46.15
2018-10-07T21:00:00+00:00,2018-10-07T23:00:00,DK1,383.9,51.47
2018-10-07T20:00:00+00:00,2018-10-07T22:00:00,DK1,446.85,59.91
2018-10-07T19:00:00+00:00,2018-10-07T21:00:00,DK1,533.07,71.47
2018-10-07T18:00:00+00:00,2018-10-07T20:00:00,DK1,574.84,77.07
2018-10-07T17:00:00+00:00,2018-10-07T19:00:00,DK1,603.71,80.94
2018-10-07T16:00:00+00:00,2018-10-07T18:00:00,DK1,522.11,70
2018-10-07T15:00:00+00:00,2018-10-07T17:00:00,DK1,413.81,55.48
2018-10-07T14:00:00+00:00,2018-10-07T16:00:00,DK1,374.5,50.21
2018-10-07T13:00:00+00:00,2018-10-07T15:00:00,DK1,365.85,49.05
2018-10-07T12:00:00+00:00,2018-10-07T14:00:00,DK1,372.26,49.91
2018-10-07T11:00:00+00:00,2018-10-07T13:00:00,DK1,379.65,50.9
2018-10-07T10:00:00+00:00,2018-10-07T12:00:00,DK1,393.6,52.77
2018-10-07T09:00:00+00:00,2018-10-07T11:00:00,DK1,411.2,55.13
2018-10-07T08:00:00+00:00,2018-10-07T10:00:00,DK1,410.9,55.09
2018-10-07T07:00:00+00:00,2018-10-07T09:00:00,DK1,395.01,52.96
2018-10-07T06:00:00+00:00,2018-10-07T08:00:00,DK1,369.13,49.49
2018-10-07T05:00:00+00:00,2018-10-07T07:00:00,DK1,347.28,46.56
2018-10-07T04:00:00+00:00,2018-10-07T06:00:00,DK1,332.66,44.6
2018-10-07T03:00:00+00:00,2018-10-07T05:00:00,DK1,326.69,43.8
2018-10-07T02:00:00+00:00,2018-10-07T04:00:00,DK1,316.99,42.5
2018-10-07T01:00:00+00:00,2018-10-07T03:00:00,DK1,320.87,43.02
2018-10-07T00:00:00+00:00,2018-10-07T02:00:00,DK1,333.03,44.65
2018-10-06T23:00:00+00:00,2018-10-07T01:00:00,DK1,339.37,45.5
2018-10-06T22:00:00+00:00,2018-10-07T00:00:00,DK1,350.19,46.95
2018-10-06T21:00:00+00:00,2018-10-06T23:00:00,DK1,338.17,45.34
2018-10-06T20:00:00+00:00,2018-10-06T22:00:00,DK1,351.52,47.13
2018-10-06T19:00:00+00:00,2018-10-06T21:00:00,DK1,425.95,57.11
2018-10-06T18:00:00+00:00,2018-10-06T20:00:00,DK1,513.97,68.91
2018-10-06T17:00:00+00:00,2018-10-06T19:00:00,DK1,612.49,82.12
2018-10-06T16:00:00+00:00,2018-10-06T18:00:00,DK1,537.46,72.06
2018-10-06T15:00:00+00:00,2018-10-06T17:00:00,DK1,446.99,59.93
2018-10-06T14:00:00+00:00,2018-10-06T16:00:00,DK1,408.8,54.81
2018-10-06T13:00:00+00:00,2018-10-06T15:00:00,DK1,367.18,49.23
2018-10-06T12:00:00+00:00,2018-10-06T14:00:00,DK1,374.42,50.2
2018-10-06T11:00:00+00:00,2018-10-06T13:00:00,DK1,384.19,51.51
2018-10-06T10:00:00+00:00,2018-10-06T12:00:00,DK1,432.59,58
2018-10-06T09:00:00+00:00,2018-10-06T11:00:00,DK1,440.5,59.06
2018-10-06T08:00:00+00:00,2018-10-06T10:00:00,DK1,483.24,64.79
2018-10-06T07:00:00+00:00,2018-10-06T09:00:00,DK1,527.47,70.72
2018-10-06T06:00:00+00:00,2018-10-06T08:00:00,DK1,477.19,63.98
2018-10-06T05:00:00+00:00,2018-10-06T07:00:00,DK1,465.19,62.37
2018-10-06T04:00:00+00:00,2018-10-06T06:00:00,DK1,395.52,53.03
2018-10-06T03:00:00+00:00,2018-10-06T05:00:00,DK1,349.88,46.91
2018-10-06T02:00:00+00:00,2018-10-06T04:00:00,DK1,365.69,49.03
2018-10-06T01:00:00+00:00,2018-10-06T03:00:00,DK1,365.39,48.99
2018-10-06T00:00:00+00:00,2018-10-06T02:00:00,DK1,365.02,48.94
2018-10-05T23:00:00+00:00,2018-10-06T01:00:00,DK1,365.09,48.95
2018-10-05T22:00:00+00:00,2018-10-06T00:00:00,DK1,368.15,49.36
2018-10-05T21:00:00+00:00,2018-10-05T23:00:00,DK1,392.8,52.68
2018-10-05T20:00:00+00:00,2018-10-05T22:00:00,DK1,446.33,59.86
2018-10-05T19:00:00+00:00,2018-10-05T21:00:00,DK1,485.26,65.08
2018-10-05T18:00:00+00:00,2018-10-05T20:00:00,DK1,595.76,79.9
2018-10-05T17:00:00+00:00,2018-10-05T19:00:00,DK1,618.57,82.96
2018-10-05T16:00:00+00:00,2018-10-05T18:00:00,DK1,586.51,78.66
2018-10-05T15:00:00+00:00,2018-10-05T17:00:00,DK1,559.15,74.99
2018-10-05T14:00:00+00:00,2018-10-05T16:00:00,DK1,409.95,54.98
2018-10-05T13:00:00+00:00,2018-10-05T15:00:00,DK1,362,48.55
2018-10-05T12:00:00+00:00,2018-10-05T14:00:00,DK1,359.69,48.24
2018-10-05T11:00:00+00:00,2018-10-05T13:00:00,DK1,378.18,50.72
2018-10-05T10:00:00+00:00,2018-10-05T12:00:00,DK1,347.76,46.64
2018-10-05T09:00:00+00:00,2018-10-05T11:00:00,DK1,374.38,50.21
2018-10-05T08:00:00+00:00,2018-10-05T10:00:00,DK1,413.23,55.42
2018-10-05T07:00:00+00:00,2018-10-05T09:00:00,DK1,555.49,74.5
2018-10-05T06:00:00+00:00,2018-10-05T08:00:00,DK1,594.57,79.74
2018-10-05T05:00:00+00:00,2018-10-05T07:00:00,DK1,588.08,78.87
2018-10-05T04:00:00+00:00,2018-10-05T06:00:00,DK1,474.37,63.62
2018-10-05T03:00:00+00:00,2018-10-05T05:00:00,DK1,343.51,46.07
2018-10-05T02:00:00+00:00,2018-10-05T04:00:00,DK1,316.52,42.45
2018-10-05T01:00:00+00:00,2018-10-05T03:00:00,DK1,306.16,41.06
2018-10-05T00:00:00+00:00,2018-10-05T02:00:00,DK1,303.02,40.64
2018-10-04T23:00:00+00:00,2018-10-05T01:00:00,DK1,316.67,42.47
2018-10-04T22:00:00+00:00,2018-10-05T00:00:00,DK1,337.47,45.26
2018-10-04T21:00:00+00:00,2018-10-04T23:00:00,DK1,325.6,43.67
2018-10-04T20:00:00+00:00,2018-10-04T22:00:00,DK1,362.29,48.59
2018-10-04T19:00:00+00:00,2018-10-04T21:00:00,DK1,538.47,72.22
2018-10-04T18:00:00+00:00,2018-10-04T20:00:00,DK1,601.48,80.67
2018-10-04T17:00:00+00:00,2018-10-04T19:00:00,DK1,656.72,88.08
2018-10-04T16:00:00+00:00,2018-10-04T18:00:00,DK1,598.34,80.25
2018-10-04T15:00:00+00:00,2018-10-04T17:00:00,DK1,575.83,77.23
2018-10-04T14:00:00+00:00,2018-10-04T16:00:00,DK1,499.25,66.96
2018-10-04T13:00:00+00:00,2018-10-04T15:00:00,DK1,429.54,57.61
2018-10-04T12:00:00+00:00,2018-10-04T14:00:00,DK1,405.61,54.4
2018-10-04T11:00:00+00:00,2018-10-04T13:00:00,DK1,406.28,54.49
2018-10-04T10:00:00+00:00,2018-10-04T12:00:00,DK1,470.1,63.05
2018-10-04T09:00:00+00:00,2018-10-04T11:00:00,DK1,561.74,75.34
2018-10-04T08:00:00+00:00,2018-10-04T10:00:00,DK1,588.73,78.96
2018-10-04T07:00:00+00:00,2018-10-04T09:00:00,DK1,612.06,82.09
2018-10-04T06:00:00+00:00,2018-10-04T08:00:00,DK1,603.94,81
2018-10-04T05:00:00+00:00,2018-10-04T07:00:00,DK1,597.6,80.15
2018-10-04T04:00:00+00:00,2018-10-04T06:00:00,DK1,556.89,74.69
2018-10-04T03:00:00+00:00,2018-10-04T05:00:00,DK1,379.36,50.88
2018-10-04T02:00:00+00:00,2018-10-04T04:00:00,DK1,354.38,47.53
2018-10-04T01:00:00+00:00,2018-10-04T03:00:00,DK1,349.54,46.88
2018-10-04T00:00:00+00:00,2018-10-04T02:00:00,DK1,339.99,45.6
2018-10-03T23:00:00+00:00,2018-10-04T01:00:00,DK1,343.72,46.1
2018-10-03T22:00:00+00:00,2018-10-04T00:00:00,DK1,396.96,53.24
2018-10-03T21:00:00+00:00,2018-10-03T23:00:00,DK1,329.26,44.16
2018-10-03T20:00:00+00:00,2018-10-03T22:00:00,DK1,343.72,46.1
2018-10-03T19:00:00+00:00,2018-10-03T21:00:00,DK1,411.72,55.22
2018-10-03T18:00:00+00:00,2018-10-03T20:00:00,DK1,475.84,63.82
2018-10-03T17:00:00+00:00,2018-10-03T19:00:00,DK1,432.45,58
2018-10-03T16:00:00+00:00,2018-10-03T18:00:00,DK1,403.07,54.06
2018-10-03T15:00:00+00:00,2018-10-03T17:00:00,DK1,322.1,43.2
2018-10-03T14:00:00+00:00,2018-10-03T16:00:00,DK1,151.21,20.28
2018-10-03T13:00:00+00:00,2018-10-03T15:00:00,DK1,42.87,5.75
2018-10-03T12:00:00+00:00,2018-10-03T14:00:00,DK1,0.22,0.03
2018-10-03T11:00:00+00:00,2018-10-03T13:00:00,DK1,0,0
2018-10-03T10:00:00+00:00,2018-10-03T12:00:00,DK1,-0.3,-0.04
2018-10-03T09:00:00+00:00,2018-10-03T11:00:00,DK1,0.22,0.03
2018-10-03T08:00:00+00:00,2018-10-03T10:00:00,DK1,-0.22,-0.03
2018-10-03T07:00:00+00:00,2018-10-03T09:00:00,DK1,6.78,0.91
2018-10-03T06:00:00+00:00,2018-10-03T08:00:00,DK1,5.22,0.7
2018-10-03T05:00:00+00:00,2018-10-03T07:00:00,DK1,-0.45,-0.06
2018-10-03T04:00:00+00:00,2018-10-03T06:00:00,DK1,-37.06,-4.97
2018-10-03T03:00:00+00:00,2018-10-03T05:00:00,DK1,-0.67,-0.09
2018-10-03T02:00:00+00:00,2018-10-03T04:00:00,DK1,-0.6,-0.08
2018-10-03T01:00:00+00:00,2018-10-03T03:00:00,DK1,0.52,0.07
2018-10-03T00:00:00+00:00,2018-10-03T02:00:00,DK1,0.37,0.05
2018-10-02T23:00:00+00:00,2018-10-03T01:00:00,DK1,0.75,0.1
2018-10-02T22:00:00+00:00,2018-10-03T00:00:00,DK1,0.97,0.13
2018-10-02T21:00:00+00:00,2018-10-02T23:00:00,DK1,0.82,0.11
2018-10-02T20:00:00+00:00,2018-10-02T22:00:00,DK1,195.49,26.22
2018-10-02T19:00:00+00:00,2018-10-02T21:00:00,DK1,238.88,32.04
2018-10-02T18:00:00+00:00,2018-10-02T20:00:00,DK1,338.71,45.43
2018-10-02T17:00:00+00:00,2018-10-02T19:00:00,DK1,340.8,45.71
2018-10-02T16:00:00+00:00,2018-10-02T18:00:00,DK1,341.91,45.86
2018-10-02T15:00:00+00:00,2018-10-02T17:00:00,DK1,288.38,38.68
2018-10-02T14:00:00+00:00,2018-10-02T16:00:00,DK1,199.59,26.77
2018-10-02T13:00:00+00:00,2018-10-02T15:00:00,DK1,229.19,30.74
2018-10-02T12:00:00+00:00,2018-10-02T14:00:00,DK1,206.89,27.75
2018-10-02T11:00:00+00:00,2018-10-02T13:00:00,DK1,229.56,30.79
2018-10-02T10:00:00+00:00,2018-10-02T12:00:00,DK1,329.16,44.15
2018-10-02T09:00:00+00:00,2018-10-02T11:00:00,DK1,344.37,46.19
2018-10-02T08:00:00+00:00,2018-10-02T10:00:00,DK1,361.52,48.49
2018-10-02T07:00:00+00:00,2018-10-02T09:00:00,DK1,406.55,54.53
2018-10-02T06:00:00+00:00,2018-10-02T08:00:00,DK1,524.58,70.36
2018-10-02T05:00:00+00:00,2018-10-02T07:00:00,DK1,508.55,68.21
2018-10-02T04:00:00+00:00,2018-10-02T06:00:00,DK1,430.19,57.7
2018-10-02T03:00:00+00:00,2018-10-02T05:00:00,DK1,358.84,48.13
2018-10-02T02:00:00+00:00,2018-10-02T04:00:00,DK1,330.21,44.29
2018-10-02T01:00:00+00:00,2018-10-02T03:00:00,DK1,326.33,43.77
2018-10-02T00:00:00+00:00,2018-10-02T02:00:00,DK1,328.49,44.06
2018-10-01T23:00:00+00:00,2018-10-02T01:00:00,DK1,328.79,44.1
2018-10-01T22:00:00+00:00,2018-10-02T00:00:00,DK1,336.25,45.1
2018-10-01T21:00:00+00:00,2018-10-01T23:00:00,DK1,316.91,42.5
2018-10-01T20:00:00+00:00,2018-10-01T22:00:00,DK1,338.16,45.35
2018-10-01T19:00:00+00:00,2018-10-01T21:00:00,DK1,401.62,53.86
2018-10-01T18:00:00+00:00,2018-10-01T20:00:00,DK1,490.87,65.83
2018-10-01T17:00:00+00:00,2018-10-01T19:00:00,DK1,559.25,75
2018-10-01T16:00:00+00:00,2018-10-01T18:00:00,DK1,521.45,69.93
2018-10-01T15:00:00+00:00,2018-10-01T17:00:00,DK1,450.53,60.42
2018-10-01T14:00:00+00:00,2018-10-01T16:00:00,DK1,397.96,53.37
2018-10-01T13:00:00+00:00,2018-10-01T15:00:00,DK1,395.21,53
2018-10-01T12:00:00+00:00,2018-10-01T14:00:00,DK1,418.92,56.18
2018-10-01T11:00:00+00:00,2018-10-01T13:00:00,DK1,449.19,60.24
2018-10-01T10:00:00+00:00,2018-10-01T12:00:00,DK1,470.89,63.15
2018-10-01T09:00:00+00:00,2018-10-01T11:00:00,DK1,534.12,71.63
2018-10-01T08:00:00+00:00,2018-10-01T10:00:00,DK1,549.56,73.7
2018-10-01T07:00:00+00:00,2018-10-01T09:00:00,DK1,593.26,79.56
2018-10-01T06:00:00+00:00,2018-10-01T08:00:00,DK1,633.6,84.97
2018-10-01T05:00:00+00:00,2018-10-01T07:00:00,DK1,576.55,77.32
2018-10-01T04:00:00+00:00,2018-10-01T06:00:00,DK1,515.48,69.13
2018-10-01T03:00:00+00:00,2018-10-01T05:00:00,DK1,384.84,51.61
2018-10-01T02:00:00+00:00,2018-10-01T04:00:00,DK1,345.54,46.34
2018-10-01T01:00:00+00:00,2018-10-01T03:00:00,DK1,341.96,45.86
2018-10-01T00:00:00+00:00,2018-10-01T02:00:00,DK1,316.16,42.4
2018-09-30T23:00:00+00:00,2018-10-01T01:00:00,DK1,376.04,50.43
2018-09-30T22:00:00+00:00,2018-10-01T00:00:00,DK1,375.22,50.32
2018-09-30T21:00:00+00:00,2018-09-30T23:00:00,DK1,453.89,60.87
2018-09-30T20:00:00+00:00,2018-09-30T22:00:00,DK1,485.28,65.08
2018-09-30T19:00:00+00:00,2018-09-30T21:00:00,DK1,487,65.31
2018-09-30T18:00:00+00:00,2018-09-30T20:00:00,DK1,531.74,71.31
2018-09-30T17:00:00+00:00,2018-09-30T19:00:00,DK1,553.36,74.21
2018-09-30T16:00:00+00:00,2018-09-30T18:00:00,DK1,481.85,64.62
2018-09-30T15:00:00+00:00,2018-09-30T17:00:00,DK1,416.08,55.8
2018-09-30T14:00:00+00:00,2018-09-30T16:00:00,DK1,291.71,39.12
2018-09-30T13:00:00+00:00,2018-09-30T15:00:00,DK1,252.93,33.92
2018-09-30T12:00:00+00:00,2018-09-30T14:00:00,DK1,199.32,26.73
2018-09-30T11:00:00+00:00,2018-09-30T13:00:00,DK1,218.63,29.32
2018-09-30T10:00:00+00:00,2018-09-30T12:00:00,DK1,230.49,30.91
2018-09-30T09:00:00+00:00,2018-09-30T11:00:00,DK1,232.2,31.14
2018-09-30T08:00:00+00:00,2018-09-30T10:00:00,DK1,239.06,32.06
2018-09-30T07:00:00+00:00,2018-09-30T09:00:00,DK1,280.6,37.63
2018-09-30T06:00:00+00:00,2018-09-30T08:00:00,DK1,265.83,35.65
2018-09-30T05:00:00+00:00,2018-09-30T07:00:00,DK1,240.93,32.31
2018-09-30T04:00:00+00:00,2018-09-30T06:00:00,DK1,227.58,30.52
2018-09-30T03:00:00+00:00,2018-09-30T05:00:00,DK1,197.83,26.53
2018-09-30T02:00:00+00:00,2018-09-30T04:00:00,DK1,186.34,24.99
2018-09-30T01:00:00+00:00,2018-09-30T03:00:00,DK1,161.88,21.71
2018-09-30T00:00:00+00:00,2018-09-30T02:00:00,DK1,142.94,19.17
2018-09-29T23:00:00+00:00,2018-09-30T01:00:00,DK1,153.83,20.63
2018-09-29T22:00:00+00:00,2018-09-30T00:00:00,DK1,193.05,25.89
2018-09-29T21:00:00+00:00,2018-09-29T23:00:00,DK1,148.53,19.92
2018-09-29T20:00:00+00:00,2018-09-29T22:00:00,DK1,216.98,29.1
2018-09-29T19:00:00+00:00,2018-09-29T21:00:00,DK1,278.94,37.41
2018-09-29T18:00:00+00:00,2018-09-29T20:00:00,DK1,298.77,40.07
2018-09-29T17:00:00+00:00,2018-09-29T19:00:00,DK1,306.15,41.06
2018-09-29T16:00:00+00:00,2018-09-29T18:00:00,DK1,304.66,40.86
2018-09-29T15:00:00+00:00,2018-09-29T17:00:00,DK1,294.15,39.45
2018-09-29T14:00:00+00:00,2018-09-29T16:00:00,DK1,266.11,35.69
2018-09-29T13:00:00+00:00,2018-09-29T15:00:00,DK1,248.74,33.36
2018-09-29T12:00:00+00:00,2018-09-29T14:00:00,DK1,203.26,27.26
2018-09-29T11:00:00+00:00,2018-09-29T13:00:00,DK1,244.86,32.84
2018-09-29T10:00:00+00:00,2018-09-29T12:00:00,DK1,269.17,36.1
2018-09-29T09:00:00+00:00,2018-09-29T11:00:00,DK1,300.41,40.29
2018-09-29T08:00:00+00:00,2018-09-29T10:00:00,DK1,322.93,43.31
2018-09-29T07:00:00+00:00,2018-09-29T09:00:00,DK1,409.64,54.94
2018-09-29T06:00:00+00:00,2018-09-29T08:00:00,DK1,411.43,55.18
2018-09-29T05:00:00+00:00,2018-09-29T07:00:00,DK1,371.32,49.8
2018-09-29T04:00:00+00:00,2018-09-29T06:00:00,DK1,369.83,49.6
2018-09-29T03:00:00+00:00,2018-09-29T05:00:00,DK1,313.68,42.07
2018-09-29T02:00:00+00:00,2018-09-29T04:00:00,DK1,316.89,42.5
2018-09-29T01:00:00+00:00,2018-09-29T03:00:00,DK1,316.59,42.46
2018-09-29T00:00:00+00:00,2018-09-29T02:00:00,DK1,316.74,42.48
2018-09-28T23:00:00+00:00,2018-09-29T01:00:00,DK1,316.59,42.46
2018-09-28T22:00:00+00:00,2018-09-29T00:00:00,DK1,319.95,42.91
2018-09-28T21:00:00+00:00,2018-09-28T23:00:00,DK1,320.53,42.98
2018-09-28T20:00:00+00:00,2018-09-28T22:00:00,DK1,326.42,43.77
2018-09-28T19:00:00+00:00,2018-09-28T21:00:00,DK1,327.77,43.95
2018-09-28T18:00:00+00:00,2018-09-28T20:00:00,DK1,332.91,44.64
2018-09-28T17:00:00+00:00,2018-09-28T19:00:00,DK1,332.99,44.65
2018-09-28T16:00:00+00:00,2018-09-28T18:00:00,DK1,329.11,44.13
2018-09-28T15:00:00+00:00,2018-09-28T17:00:00,DK1,291.97,39.15
2018-09-28T14:00:00+00:00,2018-09-28T16:00:00,DK1,287.05,38.49
2018-09-28T13:00:00+00:00,2018-09-28T15:00:00,DK1,290.03,38.89
2018-09-28T12:00:00+00:00,2018-09-28T14:00:00,DK1,296.89,39.81
2018-09-28T11:00:00+00:00,2018-09-28T13:00:00,DK1,300.02,40.23
